category,question,option1,option2,option3,option4,correct
常識,1奈米等於10的負幾次方米？,負8幾次方米,負7幾次方米,負6幾次方米,負9幾次方米,4
常識,菇類的菌絲體相當於一般植物的哪個部分？,花,莖,根,葉,3
常識,下列何者不是候鳥？,砂岩燕,麻雀,寒雀,紅尾伯勞鳥,2
常識,漫畫灌籃高手中，有著一頭紅髮的人物是？,櫻木花道,仙道彰,赤木晴子,流川風,1
常識,土星是銀河中第幾大行星？,第二大,第三大,第四大,第一大,1
常識,採用王安石宰相的皇帝？,宋明宗,宋高宗,宋神宗,宋真宗,3
常識,請問清洗汽車電池的表面最好以什麼種的水來清洗？,鹽水,小蘇打水,純水,檸檬水,2
常識,下列何者非金庸所著之長篇武俠小說？,書劍恩仇錄,倚天屠龍記,笑傲江湖,絕代雙嬌,4
常識,太陽早上是由哪邊升起？,南方,東方,北方,西方,2
常識,台灣新文學之父，又稱仁道醫生？,劉永福,雷震,賴和,蔣渭水,3
常識,哪一種魚才是真正的魚？,鯨魚,海豚,章魚,吳郭魚,4
常識,哪一項活動不需要肌肉、骨骼和關節一起作用？,打籃球,游泳,倒立,發呆,4
常識,國共戰爭時期，打敗國民黨，建立中共政權的中共領導人為？,毛澤東,江澤民,鄧小平,胡錦濤,1
常識,太陽系中最大的行星是？,水星,火星,木星,土星,3
常識,大氣組成中含量最多的氣體是？,氮,二氧化碳,氫,氧,1
常識,小明給了同學們發糖果，十二位同學分到的數量都不同，問小明最少給多少顆？,77,78,75,76,2
常識,「蜀相」「出師未捷身先死，長使英雄淚滿襟」出自何者？,李白,王維,杜甫,白居易,3
常識,西洋棋總共有幾種職業？,6,5,7,4,1
常識,下列何者不是金庸筆下的人物？,胡斐,張君寶,曾柔,花無缺,4
常識,勞基法規定，勞工每兩週的工作，不得超過幾小時？,一百小時,八十小時,八十四小時,八十六小時,3
常識,一線圈內磁場發生變化時會感應產生電流其大小和磁場變化速率成正比是何定律？,法拉第定律,冷次定律,白努力定律,都卜勒效應,1
常識,貝多芬出生於？,匈牙利,德國,法國,奧地利,2
常識,蘋果在哪一年推出了Apple I個人電腦？,西元1978年,西元1974年,西元1972年,西元1976年,4
常識,中華職棒第一位完全打擊的本國選手？,廖敏雄,張泰山,陳該發,陳甘霖,3
常識,把水灑在哪一種地面上，水滲進去的速度最快？,草地,水泥地,磨石子地,沙地,4
常識,「棋逢敵手」意指？,棋藝很高,喜歡下棋,實力相當,遇到敵人,3
常識,下列何者即可分泌激素，又可分泌消化酵素？,胰臟,肝臟,腎臟,心臟,1
常識,缺乏何者易得夜盲症？,維他命C,鈣,維他命A,維他命B12,3
健體,未成年者非日常生活所必需之消費，須經法定代理人同意。,正確,錯誤,,,1
健體,根據統計，兒少性侵害事件中，加害者大部分是陌生人。,正確,錯誤,,,2
健體,在網路購物平臺購買鮮乳，鮮乳適用通訊交易7天無條件退貨的規定。,正確,錯誤,,,2
健體,會遭受性侵害都是受害者的錯，不應該穿著暴露，吸引加害者的注意。,正確,錯誤,,,2
健體,待人接物時，應以包容「個別差異」的角度思考，多為對方考量。,正確,錯誤,,,1
健體,偷用家人的信用卡是錯誤的行為，如果有消費需求，應與家人溝通。,正確,錯誤,,,1
健體,可以依據自己的身體界線決定如何與他人互動。,正確,錯誤,,,2
健體,平時應注意自己的言詞與態度，避免以輕浮的言行舉止待人。,正確,錯誤,,,1
健體,身體自主權是指一個人有保護自己的義務，並對自己的身體和感受有主張的權利。,正確,錯誤,,,1
健體,進行足球活動想要停下正在滾動的球時，可以利用足內側或足底停球。,正確,錯誤,,,1
健體,進行足球攻防賽時，當你是攻擊方經過他人的防守區，可以用離對手較近的腳控球。,正確,錯誤,,,2
健體,每個人容許自己身體被碰觸和注視的程度都相同。,正確,錯誤,,,2
健體,我們應交由父母幫自己決定身體界線範圍。,正確,錯誤,,,2
健體,消防員的工作只有男生適任，女生不適合。,正確,錯誤,,,2
健體,進行樂樂足球攻防賽時，如一方有犯規動作，由另一方在犯規地點發球，稱為「罰球點球」。,正確,錯誤,,,2
健體,男主外、女主內，做家事應該由女生全權負責。,正確,錯誤,,,2
健體,在公共廁所若發現有人尾隨在後，可以按緊急求救鈴請求協助。,正確,錯誤,,,1
健體,消費者有權利對商品或服務表達意見。,正確,錯誤,,,1
健體,我們可以透過陪伴、傾聽、尊重性侵受害者等方式，幫助他們面對創傷。,正確,錯誤,,,1
健體,只有女生可以用哭泣表達情緒。,正確,錯誤,,,2
健體,正足背前踢時，應以足內側觸球。,正確,錯誤,,,2
健體,消費者對通訊交易的商品不滿意時，可以在收到商品的一個月內退回商品，不用說明理由或負擔任何費用。,正確,錯誤,,,2
健體,政府、廠商應保障消費者安全和利益。,正確,錯誤,,,1
健體,購物後發現商品有問題，可攜帶商品和交易的發票或收據，向店家要求退貨或退費。,正確,錯誤,,,1
健體,若私密影像外流，可以到性影像處理中心線上申訴。,正確,錯誤,,,1
健體,樂樂足球攻防賽發球時，發球者必須先彎腰以手扶球固定，發球者的手離開球後，要在身體完全直立前將球踢出。,正確,錯誤,,,1
健體,進行樂樂足球攻防賽時，比賽開始、進球之後，發球者在角落往進攻方向踢球。,正確,錯誤,,,2
健體,進行足球活動搶球時，不能推人、拉人、絆人、踢人。,正確,錯誤,,,1
健體,看到限時特價的商品千萬不要錯過，買到就是賺到。,正確,錯誤,,,2
健體,性別刻板印象可能會局限個人的未來發展。,正確,錯誤,,,1
健體,「性別刻板印象」是指對於性別有特定的看法。,正確,錯誤,,,1
健體,未成年者可以自行簽訂契約，契約具有法律效力。,正確,錯誤,,,2
健體,與未滿16歲兒少從事性行為，即使非強迫還是屬於性侵害。,正確,錯誤,,,1
健體,常見性騷擾類型包含言語騷擾、肢體騷擾、視覺騷擾、權勢騷擾、跟蹤騷擾等等。,正確,錯誤,,,1
健體,只要是能幫助維持身體健康的食品，都可以標示「健康食品標章」。,正確,錯誤,,,2
健體,性騷擾可能發生在任何人身上，不分性別、不分年齡。,正確,錯誤,,,1
健體,男生和女生有各自適合的職業，例如：男生適合當消防員，女生適合當護理師。,正確,錯誤,,,2
健體,男生、女生都只能使用特定顏色。,正確,錯誤,,,2
健體,進行足球攻防賽時，當你是防守方有人經過自己的防守區，可以雙手張開，膝蓋微彎，靈活運用肢體阻擋對手。,正確,錯誤,,,1
健體,服裝設計師的工作只有女生適任，男生不適合。,正確,錯誤,,,2
健體,男生、女生都可能成為性侵害事件中的受害者。,正確,錯誤,,,1
健體,性侵害事件中的受害者都是女生。,正確,錯誤,,,2
健體,店家可以主張「商品售出，概不退換」。,正確,錯誤,,,2
健體,牙齒保健、免疫調節都是健康食品可以宣稱的保健功效。,正確,錯誤,,,1
健體,進行樂樂足球攻防賽時，一方將球踢出界後，由對方發球，由進另一方球員在防守方罰球點罰踢，踢向球門。,正確,錯誤,,,2
健體,藥品及醫療器材廣告未經政府核准或與核准內容不符，都是違法行為。,正確,錯誤,,,1
健體,抱持性別刻板印象，可能會造成對人的偏見、歧視。,正確,錯誤,,,1
健體,網路交易屬於「通訊交易」的其中一種類型。,正確,錯誤,,,1
健體,遇到消費爭議或糾紛時，最好不要提出申訴。,正確,錯誤,,,2
健體,平時應隨身攜帶哨子、防身警報器或防狼噴霧等物品，用來嚇阻他人的攻擊。,正確,錯誤,,,1
健體,如果發現食品中有違法食品添加物，可以透過「全國食安專線1919」檢舉。,正確,錯誤,,,1
健體,女生溫柔、細心，只適合擔任照護的工作，例如：護理師、幼兒園老師等等。,正確,錯誤,,,2
健體,女生天生不擅長數理，所以不應選擇科學相關工作。,正確,錯誤,,,2
健體,廣告可能透過各種行銷手法吸引消費者，消費前可運用「批判性思考」判斷廣告媒體的消費資訊，避免衝動消費。,正確,錯誤,,,1
健體,買到有問題的商品到店家申訴時，如果店家拒絕處理，可以撥打「全國消費者服務專線1950」投訴。,正確,錯誤,,,1
健體,身體界線是指一個人的身體可以暴露出來讓他人注視，或容許他人碰觸的限度。,正確,錯誤,,,1
健體,足球盤球時，膝蓋微彎，用腳輕輕觸球向前。,正確,錯誤,,,1
健體,消費者購物時沒有任何須盡的義務，如果商品有問題，都是商家的問題。,正確,錯誤,,,2
健體,任何食品都可以宣稱為健康食品，具有保健功效。,正確,錯誤,,,2
健體,正足背前踢時，足背觸球後應維持下壓，以確保球飛出的方向。,正確,錯誤,,,1
健體,若私密影像外流，可以到性影像處理中心線上申訴。,正確,錯誤,,,1
健體,性騷擾加害者只可能是陌生人。,正確,錯誤,,,2
健體,身體界線由自己決定，平時應清楚了解自己的身體界線。,正確,錯誤,,,1
健體,未使用暴力的權勢性行為不屬於性侵害。,正確,錯誤,,,2
健體,在網路購物平臺購買雜誌後，發現內容不符合自己預期，可以「通訊交易7天無條件退貨」的規定要求退回商品。,正確,錯誤,,,2
健體,晴睛很嚮往從事消防員的工作，但是爸爸認為消防員的工作危險性高不適合柔弱的女生，女生溫柔、細心應該當護理師照顧病人。你認同爸爸的想法嗎？為什麼？,認同，消防員的工作危險性都很高女生沒有能力擔任,認同，女生應善用自己溫柔、細心的特質選擇照護工作,不認同，女生的特質應是強壯、勇敢而不是溫柔、細心,不認同，工作適任與否並無性別之分，每個人都在各行各業中扮演重要的角色。,4
健體,青青認為「性侵害的加害者只可能是陌生人」，請問她的想法正確嗎？為什麼？,正確，因為大部分的陌生人都是壞人,正確，因為自己熟識的人都是好人會尊重他人的身體界線,不正確，因為熟識的人也可能是性侵害加害者，根據統計加害者超過8成是熟人,不正確，因為性侵害加害者都是在網路上認識的人。,3
健體,小雄在網路上看到一則性侵害事件的新聞報導，新聞下方出現許多責怪受害者的留言，想一想被性侵是受害者本身的問題嗎？為什麼？,加害者和受害者雙方都有問題,不是受害者的問題，因為意外難以預料，沒有人能精準的辨認出加害者並加以提防,是受害者的問題，受害者因穿著才會導致事件發生,是受害者的問題，因為受害者沒有保護好自己。,2
健體,爸爸在網路購物平臺購買鮮乳，收到商品後對品質不滿意，請問爸爸可以怎麼處理？,在收到商品的7天內退回商品,在收到商品的兩週內退回商品,直接請店家退費不須說明理由,由於鮮乳屬於易於腐敗、保存期限較短的商品故不適用通訊交易7天無條件退貨的規定。,4
健體,媽媽發現君君出門打籃球，生氣的對君君說：「你怎麼又去打籃球？女生應該要文靜、乖巧。」你認為媽媽的說法合理嗎？為什麼？,不合理，因為女生的特質應該是活潑、勇敢,不合理，因為每個人都有機會展現並發揮個人特有的性別特質，不應抱持性別刻板印象,合理，因為女生天生文靜適合參與閱讀、繪畫等靜態活動,合理，因為打籃球容易受傷不適合柔弱的女生參與。,2
健體,近年來私密影像外流的新聞層出不窮，網路使用安全越來越重要，下列關於避免私密影像外流的方法何者錯誤？,只跟親密友人分享私密影像,不答應任何拍攝私密影像的請求,堅定拒絕自拍私密影像,遭受犯罪者威脅時主動求助。,1
健體,小智認為「性侵害事件中的受害者都是女生，男生不會被性侵害」，請問他的想法正確嗎？為什麼？,正確，因為女生比較柔弱,正確，因為男生比較強壯所以不可能成為受害者,不正確，因為只有幼兒和國小學生可能成為受害者,不正確，因為不論男生、女生都可能成為性侵害事件中的受害者。,4
健體,遭遇性騷擾時，如果對方不尊重你的感受仍持續騷擾，該怎麼應變處理呢？,停留在原地默默哭泣,盡可能記錄發生的時間、地點、騷擾內容盡快找相關單位求助,躲藏在偏僻的巷弄,假裝沒有事情發生。,2
健體,小崇偷用媽媽的信用卡購買遊戲點數，媽媽收到帳單才發現。請問小崇和媽媽可以如何處理這次的情況呢？,由於遊戲點數是未成年者非日常生活所必需之消費須經法定代理人同意，因此可要求退還未使用費用,由於遊戲點數是日常生活所必需之消費，不能要求退費,由於遊戲點數已付款表示消費者同意購買，因此不能要求退費,由於遊戲點數為虛擬商品因此可以要求店家全額退費。,1
健體,請問性騷擾可能會發生在誰的身上？,健壯的男性,年長的女性,牙牙學語的幼兒,以上皆是,4
健體,如果不幸遭遇私密影像外流的情況，可以怎麼做？,刪除通訊軟體中的私密影像和對話,因對方威脅而刪除證據資料,因對方恐嚇而答應對方的條件,向家長、老師或值得信任的人與相關單位求助。,4
健體,爸爸為了參加鐵人三項競賽，在網路購物平臺訂購一輛自行車，檢查後對品質不滿意。這時可以怎麼處理呢？,在收到商品的兩週內退回商品不用說明理由或負擔任何費用,在收到商品的7天內退回商品不用說明理由或負擔任何費用,在收到商品的3天內退回商品並支付商品一半的費用,商品售出後就無法退貨或退費。,2
健體,下列哪一項不屬於兒少性剝削的犯罪型態？,拍攝兒童的性影像,販賣兒童性相關語音,跟蹤騷擾兒童,利用兒童做猥褻行為以供人觀覽。,3
健體,小雯看到一則關於性騷擾的新聞報導，爸媽藉由新聞內容和小雯討論身體界線，請問以下討論的內容哪一項錯誤？,每個人的身體界線都相同,身體界線由自己決定,平時應清楚了解自己的身體界線,與人互動時要尊重他人的身體界線。,1
健體,小哲認為「女生適合粉紅色、男生適合藍色」，所以班級服裝應該要女生穿粉紅色、男生穿藍色，你認同他的想法嗎？,認同，男生、女生有各自適合的顏色,認同，粉紅代表溫柔是只適合女生的顏色,不認同，女生適合藍色，男生適合粉紅色,不認同，每人都可以喜歡並選擇各種顏色。,4
健體,同學間開玩笑的行為不僅違法，還可能因此成為網路兒少性剝削的加害者。請問下列何者的行為已違法？,小峰拒絕拍攝私密影像,洋洋轉傳別人的私密影像,小靈不談論性剝削受害者的個人資訊,佳佳刪除轉傳的私密影像。,2
健體,小宏在文具店購買彩色筆，回家後發現許多枝都無法畫出顏色。向店家要求退貨但店員主張「商品售出，概不退換」，小宏可以採取什麼行動？,大聲的與店員爭論直到店家退費,向店員說明這違反《消費者保護法》，並向店家有權責處理的人申訴,在店家的官方網站留下負評不說明理由,透過「全國食安專線1919」檢舉。,2
健體,違反他人意願而對他人做出與性或性別有關的行為，讓對方感到厭惡、不自在或不當影響其正常生活，就是「性騷擾」。請問下列何者可能是加害者？,陌生人,家人,鄰居,以上皆是,4
健體,阿澤在新聞上看到遭遇性侵害的社會案例覺得很害怕，請幫助阿澤認識正確的處理方法，下列敘述何者錯誤？,趕快離開現場前往安全的地方,立刻尋找衣物更換避免被他人發現,牢記歹徒特徵包含身體特徵與口音,立刻撥打110報案。,2
健體,親戚到家裡拜訪時想抱住小芸，並威脅小芸不能告訴其他人，請問小芸該如何應變？,因為他是親戚，為了避免破壞關係即使不舒服也不能反抗,把這件事當成祕密藏在心裡,假裝沒有事情發生繼續看書,大聲說不，趕快跑開並呼叫家人。,4
健體,假日時璇璇和朋友一起去參觀展覽，請問外出時璇璇可以怎麼做來保護自己的人身安全？,為了減少路程走捷徑進入偏僻的小巷,在公共場所上廁所時單獨前往,外出時告訴家人外出的地點和返家時間並與家人保持聯繫,為了幫人帶路而坐上陌生人的車。,3
健體,小雄很嚮往從事護理師的工作，但是媽媽認為男生比較不細心且缺乏耐心不適合。你認同媽媽的想法嗎？為什麼？,認同，護理師工作比較適合溫柔、細心的女生擔任,認同，男生應善用自己勇敢、堅強的特質選擇維持正義的工作,不認同，不論男生或女生都能在各行各業發光發熱,不認同，男生比女生細心適合從事護理師工作。,3
健體,下列哪一項不是性別刻板印象可能造成的影響？,勇於嘗試新事物，展現創意,僵化對於性別的看法,造成對人的偏見、歧視,局限個人的未來發展。,1
健體,竹竹購買現點現做的巧克力牛奶，其中所添加的牛奶過期，她可以採取什麼行動來維護自己的權益呢？,攜帶商品和交易的發票或收據向店家要求退貨或退費,默默將巧克力牛奶丟棄不通知店家,在社群網站分享所遭遇的情況,在店家的官方網站留下負評不說明理由。,1
健體,下列哪一項不是性別刻板印象？,男兒有淚不輕彈,女生應該負責做家事,女生適合粉紅色,不論男生或女生都能在各行各業發光發熱。,4
健體,請問下列哪一項不是消費者的權利？,政府、廠商應保障消費者安全和利益,消費者有權利對商品或服務表達意見,消費者權利受損時有權利要求賠償,消費者有權利要求店家提供優惠價格。,4
健體,下課後補習班老師把平平單獨留下，卻做出令平平覺得不舒服的舉動，請問平平該如何應變？,立即遠離他並制止他,因為他是老師所以即使不舒服也不能反抗,假裝沒有事情發生繼續寫功課,把這件事當成祕密藏在心裡。,1
健體,豪豪因為運動會比賽輸了忍不住向爸爸哭訴。爸爸說：「男兒有淚不輕彈，男生要勇敢不能哭。」你認為爸爸的說法合理嗎？,合理，因為哭泣表示軟弱不符合男生堅強的特質,合理，因為男生要負責保護別人表現堅強的一面,不合理，因為哭泣是自然的情緒反應並不代表軟弱，男生有權利用哭泣表達情緒,不合理，因為女生比男生勇敢應該要求女生不能用哭泣表達情緒。,3
健體,上國中的姐姐自己報名游泳訓練班，上了一節課後想要退出但訓練班不願意協助解約。姐姐可以怎麼處理呢？,簽約後不能解約不要求店家退費,將店家的行為張貼在社區公布欄,向店家說明未成年簽訂的契約也具法律效力，要求全額退費,和爸媽向店家說明，未成年者簽訂的契約若未經法定代理人同意不具法律效力，要求依比例退費。,4
健體,老師請同學發表自己感興趣的職業，請問下列何者的想法受性別刻板印象影響局限個人未來的發展？,婷婷：我想當消防員幫助人們遠離危險,小恩：女生比較溫柔、細心適合當老師,小杰：我想當服裝設計師,漢漢：我想當建築師改造老屋。,2
健體,小寧一家人在家裡聚餐，媽媽對小寧說：「女生應該負責做家事，請你負責洗碗。」你認為媽媽的說法合理嗎？,不合理，因為家事是每位家庭成員的責任應由家人共同分擔,不合理，因為男生比較擅長做家事應該由男生負責,合理，因為「男主外女主內」做家事是女生的責任,合理，因為女生比較擅長做家事應該由女生負責。,1
健體,積極建立預防的概念才能防患於未然，如何預防性侵害發生呢？,在公共場所上廁所時單獨前往,趁家人不在家時邀請朋友到家裡玩,不論面對任何人都要堅定維護身體自主權,為了減少路程走捷徑進入偏僻的小巷。,3
健體,身為消費者應善盡消費者的義務，請問下列何者沒有做到消費者的義務？,均均力行綠色消費行動自備購物袋,晨晨關注食品安全資訊不買有問題的食品,即使商品標示不全小育還是選擇購買,小惟購買前查詢商品可能產生的碳足跡。,3
健體,爸媽運用繪本溫柔的和小薰討論遭受性侵的處理方式，請問下列內容哪一項錯誤？,先沐浴沖洗再到醫院做身體檢查,趕快離開現場前往安全的地方,找外套包住身體不更換衣服,不更動現場物品、擺設。,1
社會,練習中國傳統書法不但可以訓練心情平靜，也能認識中文字的美感。,○,×,,,1
社會,十九世紀的科學家法拉第透過自己的研究製作出發電機，開啟世界使用電力的新時代。,○,×,,,1
社會,日本漫畫在臺灣相當知名，有些會製作成動畫、改編為電視劇，劇中人物也做成許多周邊商品，成為部分民眾的收藏。,○,×,,,1
社會,不論是家庭生活或工業生產，都需要使用電力，因此電力已是現代人們生活中不可或缺的需求。,○,×,,,1
社會,清帝國、日治時期的蒸汽火車，是以燃煤為動力來源；隨著科技進步，後來火車的動力來源逐漸轉變為以柴油及電力。,○,×,,,1
社會,科技發展進步飛快，可能會出現有心人士利用最新科技擾亂社會秩序，因此政府制定專屬法律，希望能降低各種風險。,○,×,,,1
社會,我國政府在西元２０２４年提出人工智慧基本法草案的目的，是希望發展人工智慧時，能降低各種可能的風險。,○,×,,,1
社會,公司使用人工智慧可以提高工作效率，但員工可能會被取代，所以我們應該關注人工智慧的使用。,○,×,,,1
社會,利用人工智慧製作的假新聞，可能會造成社會混亂，所以我們要培養判斷真假訊息的能力，以免受到這類假新聞的誤導。,○,×,,,1
社會,全球第一支針對傳染病開發的疫苗，是在兩百多年前，由英國醫師所研發。,○,×,,,1
社會,目前人類已能利用生物科技改造魚的基因，培育出能發出藍、綠、黃、紅等不同顏色的新品種螢光魚，進而提高觀賞魚的價值。,○,×,,,1
社會,使用中文寫成的詩詞、文章等，現在已成為我們學習的素材。,○,×,,,1
社會,燃煤發電的過程會排放懸浮微粒等空氣汙染物質，影響人們健康。,○,×,,,1
社會,「便當」一詞源自英語，意為飯盒，此用語已融入我們生活常用的語言及文字。,○,×,,,2
社會,十九世紀時，英國科學家法拉第製作出蒸氣機，開啟電力使用的新時代。,○,×,,,2
社會,十八世紀開始，紡織工廠引進以蒸汽機為動力的機器取代傳統人力，獲得比過去更多的產量。,○,×,,,1
社會,由於科技不發達，早期人類社會的動力來源只有人力與獸力。,○,×,,,2
社會,由於科技進步，人類現在已經可以降低對電力的依賴，世界各國對電力的需求也不斷降低。,○,×,,,2
社會,日治時期，臺灣的電力較為廣泛使用，是因為興建了發電廠。,○,×,,,1
社會,有些文化會隨著旅行、貿易等傳播到世界各地，對其他國家或區域產生影響。,○,×,,,1
社會,轉發網路訊息前，應該先查證訊息是否正確，以免讓假訊息四處散布。,○,×,,,1
社會,基因改造可以增加農作物抵抗病蟲害的能力，也能增加人體所需的營養，因此對生態環境與人體只有好處沒有壞處。,○,×,,,2
社會,臺灣受到日本殖民統治五十年，受到總督府要求學習日語的影響，有些詞語便流傳下來，並逐漸融入臺灣社會。,○,×,,,1
社會,由於生物科技的應用可能會有潛在的影響，因此政府必須對疫苗的研發與製作嚴格規範、管理，為民眾的健康把關。,○,×,,,1
社會,戰後的臺灣因為電力使用更加普及，因此經濟能力較好的家庭會購買黑白電視機。,○,×,,,1
社會,太陽能板如果架設在溼地，可能會破壞自然生態。,○,×,,,1
社會,現代人已能利用生物科技改良農作物的特性，生產出品質更好的蔬果。例如：「臺南１５號」香瓜就是臺灣育成的優良品種。,○,×,,,1
社會,政府除了推動適合的能源政策外，民眾也要從生活中認識各種能源及各種節約行為。,○,×,,,1
社會,國立臺灣博物館是日治時期興建的，門口有埃及金字塔造型的裝飾。,○,×,,,2
社會,日治時期，歌手開始將自身語言融入流行歌曲的間奏或歌詞中，也出現許多本土語言的流行歌曲。,○,×,,,2
社會,近年來由於通訊傳播的進步，臺灣部分民眾會收看美國職業籃球聯賽（ＮＢＡ）等運動賽事。,○,×,,,1
社會,清帝國時期臺灣在劉銘傳的治理下，興建多座發電廠，電力於是開始被人們廣泛使用。,○,×,,,2
社會,戰後的臺灣，配合中華文化推廣政策，中國傳統書法、繪畫與音樂等，成為部分人們的休閒活動。,○,×,,,1
社會,由於電力可以提供家庭、企業或運輸工具使用，因此生產電力對人們來說很重要。,○,×,,,1
社會,臺灣擁有自己的文化，也吸收了不同的文化，進而創造出獨特的文化風格，現在更推廣到世界各國。,○,×,,,1
社會,如果想要增強農作物對害蟲的抵抗力，可以透過生物科技，改造農作物的基因。,○,×,,,1
社會,人類利用生物科技改造作物基因後，將作物直接作為食物，或是加工製成食品，就是我們常聽到的基因改造食品。,○,×,,,1
社會,能源是指能用來產生動力、電力的資源，例如：煤、石油、天然氣、風等。,○,×,,,1
社會,臺灣的蒸汽火車雖然是在清帝國開港通商後引進，但卻是在日治時期西部縱貫鐵路開通後，才成為部分民眾在島內往來、旅遊的主要運輸工具。,○,×,,,1
社會,在資訊科技出現之前，購物必須到實體商店直接選購；資訊科技出現之後，人們可以透過網路，在線上購物。,○,×,,,1
社會,日治時期，日本人曾利用蒸汽輪船大和丸號，將臺灣的香蕉運往日本。,○,×,,,1
社會,在鄭氏政權統治臺灣時，引進了蒸汽火車，對當時人們的生活造成很大的影響。,○,×,,,2
社會,由於資訊科技的進步，人們即使在山上或離島，只要能連上網路，就可以藉由手機或電腦，參與線上會議，將工作完成。,○,×,,,1
社會,歐洲聯盟已於西元２０２４年通過人工智慧法案，依據不同的風險等級，規範各種人工智慧的技術和系統。,○,×,,,1
社會,基因改造黃豆的產量穩定、品質較佳，為了鼓勵企業大量使用，政府不宜制定法律，以免阻礙基因改造黃豆相關產品的生產，進而影響經濟發展。,○,×,,,2
社會,戰後的臺灣，政府透過政策大力推廣日本、韓國流行文化，學習他國文化的優點。,○,×,,,2
社會,燃燒煤、石油以及天然氣等能源進行發電，是屬於火力發電。,○,×,,,1
社會,為了推廣再生能源發電，政府鼓勵民眾在建物頂樓裝設太陽能板，希望民眾支持再生能源。,○,×,,,1
社會,大航海時代，西方傳教士馬偕、馬雅各為了傳播基督教，利用羅馬字母拼寫閩南語，讓臺灣人學習聖經。,○,×,,,2
社會,清帝國時期傳入的傳統音樂與戲劇，逐漸發展成布袋戲、歌仔戲等臺灣戲曲，是廟會酬神的主要表演節目。,○,×,,,1
社會,西元２０００年後，在亞洲各國引發觀賞越南劇的熱潮，當時許多人到越南旅遊時，也會到拍攝景點拍照留念。,○,×,,,2
社會,本土語言是指一個地區或族群所獨有的語言，臺灣的本土語言包括閩南語、客語、原住民族語言等。,○,×,,,1
社會,日治時期，總督府興建港口，並建立臺灣與日本、中國、東北亞與東南亞之間的海上運輸航線，讓臺灣與世界的互動更頻繁。,○,×,,,1
社會,劉銘傳創辦新式學堂教授英語，是為了培養學習新知識與翻譯的人才。,○,×,,,1
社會,現在臺灣人不論工作或上學，每週都有固定的休假日，這項制度最早是自中華民國在臺灣時期開始實行。,○,×,,,2
社會,臺灣最早設置電燈照明設備，是在日治時期，當時臺中市的道路兩旁就可以看到路燈。,○,×,,,2
社會,刻寫在龜甲或獸骨上的甲骨文，演變成現在使用的中文。,○,×,,,1
社會,明華園戲劇團到國外演出，讓世界各國看見不一樣的表演，展現出與傳統布袋戲不同的風貌。,○,×,,,2
社會,目前愈來愈多攝影比賽在競賽規則上明確禁止使用ＡＩ，或另外開設使用ＡＩ創作的比賽組別，這是為了維持競賽的公平。,○,×,,,1
社會,日治時期因為興建鐵路、運用蒸汽火車，促使臺灣與世界各地的互動交流更加頻繁。,○,×,,,2
